date,state,fips,cases,deaths
2020-05-28,GA,13,43363,1942
2020-05-28,GU,66,1141,6
2020-05-28,HI,15,637,17
2020-05-28,ID,16,2770,82
2020-05-28,IL,17,116128,5225
2020-05-28,IN,18,33885,2068
2020-05-28,IA,19,18672,510
2020-05-28,KS,20,9513,209
2020-05-28,KY,21,9510,424
2020-05-28,LA,22,38907,2740
2020-05-28,ME,23,2189,84
2020-05-28,MD,24,50334,2428
2020-05-28,MA,25,94895,6640
2020-05-28,MI,26,55944,5372
2020-05-28,MN,27,22957,977
2020-05-28,MS,28,14372,693
2020-05-28,MO,29,12815,715
2020-05-28,MT,30,485,17
2020-05-28,NE,31,13260,170
2020-05-28,NV,32,8247,410
2020-05-28,NH,33,4389,232
2020-05-28,NJ,34,157815,11401
2020-05-28,NM,35,7364,335
2020-05-28,NY,36,371559,29438
2020-05-28,NC,37,25616,859
2020-05-28,ND,38,2484,60
2020-05-28,MP,69,22,2
2020-05-28,OH,39,33915,2098
2020-05-28,OK,40,6270,326
2020-05-28,OR,41,4087,151
2020-05-28,PA,42,74312,5397
2020-05-28,PR,72,3486,131
2020-05-28,RI,44,14494,677
2020-05-28,SC,45,10788,470
2020-05-28,SD,46,4793,54
2020-05-28,TN,47,21763,352
2020-05-28,TX,48,60820,1618
2020-05-28,UT,49,8953,106
2020-05-28,VT,50,974,55
2020-05-28,VI,78,69,6
2020-05-28,VA,51,41401,1338
2020-05-28,WA,53,22091,1116
2020-05-28,WV,54,1935,74
2020-05-28,WI,55,17476,550
2020-05-28,WY,56,876,15
2020-05-29,AL,1,17031,610
2020-05-29,AK,2,436,8
2020-05-29,AZ,4,18465,885
2020-05-29,AR,5,6777,132
2020-05-29,CA,6,107043,4144
2020-05-29,CO,8,25602,1437
2020-05-29,CT,9,41762,3868
2020-05-29,DE,10,9236,356
2020-05-29,DC,11,8538,460
2020-05-29,FL,12,54489,2412
2020-05-29,GA,13,43888,1953
2020-05-29,GU,66,1141,6
2020-05-29,HI,15,639,17
2020-05-29,ID,16,2804,82
2020-05-29,IL,17,117794,5308
2020-05-29,IN,18,34399,2110
2020-05-29,IA,19,19019,525
2020-05-29,KS,20,9826,209
2020-05-29,KY,21,9688,434
2020-05-29,LA,22,38907,2766
2020-05-29,ME,23,2226,85
2020-05-29,MD,24,51631,2466
2020-05-29,MA,25,95512,6718
2020-05-29,MI,26,56589,5406
2020-05-29,MN,27,23541,1006
2020-05-29,MS,28,14790,710
2020-05-29,MO,29,12949,740
2020-05-29,MT,30,493,17
2020-05-29,NE,31,13654,177
2020-05-29,NV,32,8375,415
2020-05-29,NH,33,4492,238
2020-05-29,NJ,34,158844,11531
2020-05-29,NM,35,7493,344
2020-05-29,NY,36,373108,29535
2020-05-29,NC,37,26735,888
2020-05-29,ND,38,2523,62
2020-05-29,MP,69,22,2
2020-05-29,OH,39,34566,2131
2020-05-29,OK,40,6338,329
2020-05-29,OR,41,4133,151
2020-05-29,PA,42,75073,5467
2020-05-29,PR,72,3647,132
2020-05-29,RI,44,14635,693
2020-05-29,SC,45,11131,483
2020-05-29,SD,46,4866,59
2020-05-29,TN,47,22199,356
2020-05-29,TX,48,62073,1645
2020-05-29,UT,49,9282,107
2020-05-29,VT,50,975,55
2020-05-29,VI,78,69,6
2020-05-29,VA,51,42533,1358
2020-05-29,WA,53,22377,1120
2020-05-29,WV,54,1972,74
2020-05-29,WI,55,18050,569
2020-05-29,WY,56,891,15
2020-05-30,AL,1,17359,618
2020-05-30,AK,2,441,8
2020-05-30,AZ,4,19255,903
2020-05-30,AR,5,7013,133
2020-05-30,CA,6,110100,4214
2020-05-30,CO,8,26084,1443
2020-05-30,CT,9,42022,3912
2020-05-30,DE,10,9422,361
2020-05-30,DC,11,8717,462
2020-05-30,FL,12,55416,2446
2020-05-30,GA,13,44336,1973
2020-05-30,GU,66,1141,6
2020-05-30,HI,15,641,17
2020-05-30,ID,16,2840,82
2020-05-30,IL,17,119290,5368
2020-05-30,IN,18,35064,2125
2020-05-30,IA,19,19336,531
2020-05-30,KS,20,9847,209
2020-05-30,KY,21,9887,441
2020-05-30,LA,22,39682,2785
2020-05-30,ME,23,2282,89
2020-05-30,MD,24,52662,2509
2020-05-30,MA,25,96301,6768
2020-05-30,MI,26,56848,5463
2020-05-30,MN,27,24200,1036
2020-05-30,MS,28,15229,723
2020-05-30,MO,29,13118,782
2020-05-30,MT,30,505,17
2020-05-30,NE,31,13905,177
2020-05-30,NV,32,8519,417
2020-05-30,NH,33,4545,242
2020-05-30,NJ,34,159608,11634
2020-05-30,NM,35,7624,351
2020-05-30,NY,36,374471,29612
2020-05-30,NC,37,27761,903
2020-05-30,ND,38,2557,63
2020-05-30,MP,69,22,2
2020-05-30,OH,39,35034,2149
2020-05-30,OK,40,6418,334
2020-05-30,OR,41,4185,153
2020-05-30,PA,42,75789,5537
2020-05-30,PR,72,3718,133
2020-05-30,RI,44,14819,711
2020-05-30,SC,45,11394,487
2020-05-30,SD,46,4960,62
2020-05-30,TN,47,22676,360
2020-05-30,TX,48,63396,1676
2020-05-30,UT,49,9551,112
2020-05-30,VT,50,977,55
2020-05-30,VI,78,70,6
2020-05-30,VA,51,43611,1370
2020-05-30,WA,53,22618,1126
2020-05-30,WV,54,1989,75
2020-05-30,WI,55,18515,588
2020-05-30,WY,56,898,16
2020-05-31,AL,1,17952,630
2020-05-31,AK,2,469,8
2020-05-31,AZ,4,19936,906
2020-05-31,AR,5,7253,133
2020-05-31,CA,6,113114,4242
2020-05-31,CO,8,26364,1445
2020-05-31,CT,9,42201,3944
2020-05-31,DE,10,9498,366
2020-05-31,DC,11,8801,466
2020-05-31,FL,12,56155,2450
2020-05-31,GA,13,45051,2019
2020-05-31,GU,66,1144,6
2020-05-31,HI,15,642,17
2020-05-31,ID,16,2855,82
2020-05-31,IL,17,120588,5426
2020-05-31,IN,18,35429,2134
2020-05-31,IA,19,19621,537
2020-05-31,KS,20,9878,211
2020-05-31,KY,21,9937,441
2020-05-31,LA,22,40021,2791
2020-05-31,ME,23,2325,89
2020-05-31,MD,24,53456,2532
2020-05-31,MA,25,96965,6846
2020-05-31,MI,26,57355,5491
2020-05-31,MN,27,24860,1050
2020-05-31,MS,28,15501,734
2020-05-31,MO,29,13297,784
2020-05-31,MT,30,515,17
2020-05-31,NE,31,14101,178
2020-05-31,NV,32,8628,419
2020-05-31,NH,33,4651,245
2020-05-31,NJ,34,160445,11698
2020-05-31,NM,35,7689,356
2020-05-31,NY,36,375575,29699
2020-05-31,NC,37,28686,911
2020-05-31,ND,38,2580,64
2020-05-31,MP,69,22,2
2020-05-31,OH,39,35513,2155
2020-05-31,OK,40,6506,334
2020-05-31,OR,41,4243,153
2020-05-31,PA,42,76218,5555
2020-05-31,PR,72,3776,136
2020-05-31,RI,44,14928,718
2020-05-31,SC,45,11861,494
2020-05-31,SD,46,4993,62
2020-05-31,TN,47,22832,360
2020-05-31,TX,48,64974,1683
2020-05-31,UT,49,9829,113
2020-05-31,VT,50,981,55
2020-05-31,VI,78,70,6
2020-05-31,VA,51,44607,1375
2020-05-31,WA,53,22814,1126
2020-05-31,WV,54,2010,75
2020-05-31,WI,55,18684,594
2020-05-31,WY,56,903,16
2020-06-01,AL,1,18534,646
2020-06-01,AK,2,476,8
2020-06-01,AZ,4,20123,918
2020-06-01,AR,5,7443,133
2020-06-01,CA,6,115643,4287
2020-06-01,CO,8,26563,1458
2020-06-01,CT,9,42740,3964
2020-06-01,DE,10,9605,368
2020-06-01,DC,11,8857,468
2020-06-01,FL,12,56822,2459
2020-06-01,GA,13,45757,2057
2020-06-01,GU,66,1144,6
2020-06-01,HI,15,642,17
2020-06-01,ID,16,2908,83
2020-06-01,IL,17,121666,5458
2020-06-01,IN,18,35684,2142
2020-06-01,IA,19,19789,558
2020-06-01,KS,20,10103,217
2020-06-01,KY,21,10150,445
2020-06-01,LA,22,40452,2801
2020-06-01,ME,23,2349,89
2020-06-01,MD,24,54035,2552
2020-06-01,MA,25,100805,7035
2020-06-01,MI,26,58435,5525
2020-06-01,MN,27,25218,1060
2020-06-01,MS,28,15752,739
2020-06-01,MO,29,13523,786
2020-06-01,MT,30,519,17
2020-06-01,NE,31,14345,183
2020-06-01,NV,32,8701,420
2020-06-01,NH,33,4685,245
2020-06-01,NJ,34,160918,11721
2020-06-01,NM,35,7800,362
2020-06-01,NY,36,376520,29766
2020-06-01,NC,37,29368,923
2020-06-01,ND,38,2628,64
2020-06-01,MP,69,22,2
2020-06-01,OH,39,35984,2206
2020-06-01,OK,40,6573,334
2020-06-01,OR,41,4303,154
2020-06-01,PA,42,76734,5574
2020-06-01,PR,72,3873,136
2020-06-01,RI,44,14991,720
2020-06-01,SC,45,12148,500
2020-06-01,SD,46,5034,62
2020-06-01,TN,47,23242,361
2020-06-01,TX,48,66081,1695
2020-06-01,UT,49,10026,113
2020-06-01,VT,50,983,55
2020-06-01,VI,78,70,6
2020-06-01,VA,51,45398,1392
2020-06-01,WA,53,23272,1133
2020-06-01,WV,54,2028,76
2020-06-01,WI,55,18825,597
2020-06-01,WY,56,910,17
2020-06-02,AL,1,18771,653
2020-06-02,AK,2,497,8
2020-06-02,AZ,4,21250,943
2020-06-02,AR,5,7818,136
2020-06-02,CA,6,118081,4360
2020-06-02,CO,8,26774,1474
2020-06-02,CT,9,42979,3972
2020-06-02,DE,10,9685,373
2020-06-02,DC,11,8886,470
2020-06-02,FL,12,57439,2529
2020-06-02,GA,13,46063,2070
2020-06-02,GU,66,1146,6
2020-06-02,HI,15,643,17
2020-06-02,ID,16,2935,83
2020-06-02,IL,17,123244,5567
2020-06-02,IN,18,36129,2197
2020-06-02,IA,19,20017,564
2020-06-02,KS,20,10143,227
2020-06-02,KY,21,10287,451
2020-06-02,LA,22,40857,2835
2020-06-02,ME,23,2377,94
2020-06-02,MD,24,54831,2597
2020-06-02,MA,25,101163,7085
2020-06-02,MI,26,58680,5562
2020-06-02,MN,27,25518,1082
2020-06-02,MS,28,16020,767
2020-06-02,MO,29,13822,797
2020-06-02,MT,30,523,17
2020-06-02,NE,31,14611,187
2020-06-02,NV,32,8858,420
2020-06-02,NH,33,4749,256
2020-06-02,NJ,34,161545,11770
2020-06-02,NM,35,8024,367
2020-06-02,NY,36,377881,29847
2020-06-02,NC,37,30052,950
2020-06-02,ND,38,2649,68
2020-06-02,MP,69,23,2
2020-06-02,OH,39,36350,2258
2020-06-02,OK,40,6692,339
2020-06-02,OR,41,4338,157
2020-06-02,PA,42,77315,5670
2020-06-02,PR,72,3935,138
2020-06-02,RI,44,15112,732
2020-06-02,SC,45,12415,501
2020-06-02,SD,46,5066,62
2020-06-02,TN,47,24498,378
2020-06-02,TX,48,67966,1732
2020-06-02,UT,49,10237,113
2020-06-02,VT,50,988,55
2020-06-02,VI,78,70,6
2020-06-02,VA,51,46239,1407
2020-06-02,WA,53,23608,1139
2020-06-02,WV,54,2056,78
2020-06-02,WI,55,19223,610
2020-06-02,WY,56,912,17
2020-06-03,AL,1,18851,653
2020-06-03,AK,2,516,8
2020-06-03,AZ,4,22245,983
2020-06-03,AR,5,8067,142
2020-06-03,CA,6,120407,4422
2020-06-03,CO,8,27046,1494
2020-06-03,CT,9,43091,3989
2020-06-03,DE,10,9712,375
2020-06-03,DC,11,9016,473
2020-06-03,FL,12,58756,2565
2020-06-03,GA,13,46711,2092
2020-06-03,GU,66,1146,6
2020-06-03,HI,15,643,17
2020-06-03,ID,16,2990,83
2020-06-03,IL,17,124279,5665
2020-06-03,IN,18,36609,2207
2020-06-03,IA,19,20376,574
2020-06-03,KS,20,10281,227
2020-06-03,KY,21,10485,458
2020-06-03,LA,22,41244,2870
2020-06-03,ME,23,2418,95
2020-06-03,MD,24,55617,2641
2020-06-03,MA,25,101592,7152
2020-06-03,MI,26,58990,5579
2020-06-03,MN,27,25881,1097
2020-06-03,MS,28,16322,782
2020-06-03,MO,29,14020,801
2020-06-03,MT,30,525,17
2020-06-03,NE,31,14866,189
2020-06-03,NV,32,8950,429
2020-06-03,NH,33,4795,265
2020-06-03,NJ,34,162068,11880
2020-06-03,NM,35,8140,375
2020-06-03,NY,36,378924,29918
2020-06-03,NC,37,31013,971
2020-06-03,ND,38,2682,69
2020-06-03,MP,69,24,2
2020-06-03,OH,39,36792,2299
2020-06-03,OK,40,6805,341
2020-06-03,OR,41,4399,159
2020-06-03,PA,42,77871,5742
2020-06-03,PR,72,4023,140
2020-06-03,RI,44,15219,742
2020-06-03,SC,45,12651,518
2020-06-03,SD,46,5161,62
2020-06-03,TN,47,25024,386
2020-06-03,TX,48,69546,1766
2020-06-03,UT,49,10558,117
2020-06-03,VT,50,990,55
2020-06-03,VI,78,71,6
2020-06-03,VA,51,46905,1428
2020-06-03,WA,53,23776,1145
2020-06-03,WV,54,2077,78
2020-06-03,WI,55,19896,618
2020-06-03,WY,56,915,17
2020-06-04,AL,1,19072,653
2020-06-04,AK,2,542,8
2020-06-04,AZ,4,22818,1000
2020-06-04,AR,5,8425,151
2020-06-04,CA,6,122917,4484
2020-06-04,CO,8,27346,1512
2020-06-04,CT,9,43239,4007
2020-06-04,DE,10,9746,386
2020-06-04,DC,11,9120,475
2020-06-04,FL,12,60175,2606
2020-06-04,GA,13,47528,2116
2020-06-04,GU,66,1148,6
2020-06-04,HI,15,644,17
2020-06-04,ID,16,3054,83
2020-06-04,IL,17,125149,5772
2020-06-04,IN,18,37005,2231
2020-06-04,IA,19,20943,590
2020-06-04,KS,20,10332,230
2020-06-04,KY,21,10781,469
2020-06-04,LA,22,41673,2883
2020-06-04,ME,23,2446,95
2020-06-04,MD,24,56490,2668
2020-06-04,MA,25,102063,7201
2020-06-04,MI,26,59215,5604
2020-06-04,MN,27,26284,1126
2020-06-04,MS,28,16560,794
2020-06-04,MO,29,14286,806
2020-06-04,MT,30,537,17
2020-06-04,NE,31,15117,193
2020-06-04,NV,32,9118,429
2020-06-04,NH,33,4876,273
2020-06-04,NJ,34,162530,11970
2020-06-04,NM,35,8353,383
2020-06-04,NY,36,379977,30011
2020-06-04,NC,37,32276,993
2020-06-04,ND,38,2709,69
2020-06-04,MP,69,26,2
2020-06-04,OH,39,37282,2339
2020-06-04,OK,40,6907,344
2020-06-04,OR,41,4475,159
2020-06-04,PA,42,78428,5862
2020-06-04,PR,72,4508,140
2020-06-04,RI,44,15325,756
2020-06-04,SC,45,13005,525
2020-06-04,SD,46,5247,64
2020-06-04,TN,47,25374,401
2020-06-04,TX,48,71330,1793
2020-06-04,UT,49,10858,117
2020-06-04,VT,50,1026,55
2020-06-04,VI,78,71,6
2020-06-04,VA,51,47856,1445
2020-06-04,WA,53,23999,1150
2020-06-04,WV,54,2102,79
2020-06-04,WI,55,20359,627
2020-06-04,WY,56,921,17
2020-06-05,AL,1,19387,676
2020-06-05,AK,2,565,8
2020-06-05,AZ,4,24369,1016
2020-06-05,AR,5,8651,152
2020-06-05,CA,6,126510,4550
2020-06-05,CO,8,27601,1524
2020-06-05,CT,9,43460,4038
2020-06-05,DE,10,9773,388
2020-06-05,DC,11,9199,479
2020-06-05,FL,12,61480,2659
2020-06-05,GA,13,48280,2143
2020-06-05,GU,66,1148,6
2020-06-05,HI,15,653,17
2020-06-05,ID,16,3111,83
2020-06-05,IL,17,126317,5834
2020-06-05,IN,18,37499,2258
2020-06-05,IA,19,21332,597
2020-06-05,KS,20,10493,233
2020-06-05,KY,21,11051,476
2020-06-05,LA,22,42100,2912
2020-06-05,ME,23,2482,98
2020-06-05,MD,24,57407,2702
2020-06-05,MA,25,102557,7235
2020-06-05,MI,26,63744,5854
2020-06-05,MN,27,26991,1159
2020-06-05,MS,28,16769,803
2020-06-05,MO,29,14515,816
2020-06-05,MT,30,539,18
2020-06-05,NE,31,15379,193
2020-06-05,NV,32,9306,436
2020-06-05,NH,33,4953,278
2020-06-05,NJ,34,163336,12049
2020-06-05,NM,35,8672,387
2020-06-05,NY,36,381019,30066
2020-06-05,NC,37,33417,1001
2020-06-05,ND,38,2748,74
2020-06-05,MP,69,26,2
2020-06-05,OH,39,37758,2355
2020-06-05,OK,40,7004,345
2020-06-05,OR,41,4585,161
2020-06-05,PA,42,78908,5952
2020-06-05,PR,72,4620,141
2020-06-05,RI,44,15441,772
2020-06-05,SC,45,13453,538
2020-06-05,SD,46,5277,65
2020-06-05,TN,47,25799,405
2020-06-05,TX,48,73323,1821
2020-06-05,UT,49,11344,120
2020-06-05,VT,50,1027,55
2020-06-05,VI,78,71,6
2020-06-05,VA,51,48532,1453
2020-06-05,WA,53,24546,1160
2020-06-05,WV,54,2119,84
2020-06-05,WI,55,20723,634
2020-06-05,WY,56,933,17
2020-06-06,AL,1,20043,689
2020-06-06,AK,2,579,8
2020-06-06,AZ,4,25517,1046
2020-06-06,AR,5,9101,154
2020-06-06,CA,6,129147,4626
2020-06-06,CO,8,27834,1527
2020-06-06,CT,9,43818,4055
2020-06-06,DE,10,9845,390
2020-06-06,DC,11,9269,483
2020-06-06,FL,12,62750,2687
2020-06-06,GA,13,48943,2147
2020-06-06,GU,66,1148,6
2020-06-06,HI,15,661,17
2020-06-06,ID,16,3139,83
2020-06-06,IL,17,127251,5898
2020-06-06,IN,18,37928,2292
2020-06-06,IA,19,21527,602
2020-06-06,KS,20,10517,234
2020-06-06,KY,21,11359,480
2020-06-06,LA,22,42597,2925
2020-06-06,ME,23,2524,98
2020-06-06,MD,24,58099,2740
2020-06-06,MA,25,103132,7289
2020-06-06,MI,26,64196,5894
2020-06-06,MN,27,27512,1181
2020-06-06,MS,28,17034,811
2020-06-06,MO,29,14659,823
2020-06-06,MT,30,540,18
2020-06-06,NE,31,15543,196
2020-06-06,NV,32,9494,437
2020-06-06,NH,33,5019,283
2020-06-06,NJ,34,163893,12106
2020-06-06,NM,35,8800,392
2020-06-06,NY,36,382102,30123
2020-06-06,NC,37,34809,1020
2020-06-06,ND,38,2819,75
2020-06-06,MP,69,26,2
2020-06-06,OH,39,38111,2370
2020-06-06,OK,40,7060,347
2020-06-06,OR,41,4672,163
2020-06-06,PA,42,79507,5986
2020-06-06,PR,72,4915,142
2020-06-06,RI,44,15441,772
2020-06-06,SC,45,13916,545
2020-06-06,SD,46,5367,65
2020-06-06,TN,47,26359,413
2020-06-06,TX,48,75077,1840
2020-06-06,UT,49,11866,121
2020-06-06,VT,50,1046,55
2020-06-06,VI,78,71,6
2020-06-06,VA,51,49397,1460
2020-06-06,WA,53,24767,1163
2020-06-06,WV,54,2136,84
2020-06-06,WI,55,20997,646
2020-06-06,WY,56,939,17
2020-06-07,AL,1,20500,692
2020-06-07,AK,2,588,8
2020-06-07,AZ,4,26924,1048
2020-06-07,AR,5,9426,154
2020-06-07,CA,6,131997,4653
2020-06-07,CO,8,27987,1527
2020-06-07,CT,9,43968,4071
2020-06-07,DE,10,9942,398
2020-06-07,DC,11,9332,489
2020-06-07,FL,12,63930,2699
2020-06-07,GA,13,49371,2148
2020-06-07,GU,66,1148,6
2020-06-07,HI,15,663,17
2020-06-07,ID,16,3153,83
2020-06-07,IL,17,128070,5939
2020-06-07,IN,18,38328,2303
2020-06-07,IA,19,21794,606
2020-06-07,KS,20,10549,234
2020-06-07,KY,21,11393,481
2020-06-07,LA,22,42927,2936
2020-06-07,ME,23,2570,99
2020-06-07,MD,24,58593,2749
2020-06-07,MA,25,103436,7316
2020-06-07,MI,26,64615,5898
2020-06-07,MN,27,27897,1197
2020-06-07,MS,28,17270,817
2020-06-07,MO,29,14985,823
2020-06-07,MT,30,545,18
2020-06-07,NE,31,15634,196
2020-06-07,NV,32,9673,438
2020-06-07,NH,33,5043,286
2020-06-07,NJ,34,164164,12176
2020-06-07,NM,35,8940,396
2020-06-07,NY,36,382879,30183
2020-06-07,NC,37,35663,1024
2020-06-07,ND,38,2864,75
2020-06-07,MP,69,27,2
2020-06-07,OH,39,38476,2377
2020-06-07,OK,40,7151,348
2020-06-07,OR,41,4809,164
2020-06-07,PA,42,80001,5997
2020-06-07,PR,72,4985,142
2020-06-07,RI,44,15441,772
2020-06-07,SC,45,14286,546
2020-06-07,SD,46,5438,65
2020-06-07,TN,47,26811,414
2020-06-07,TX,48,75948,1846
2020-06-07,UT,49,12084,121
2020-06-07,VT,50,1063,55
2020-06-07,VI,78,71,6
2020-06-07,VA,51,50681,1472
2020-06-07,WA,53,25064,1163
2020-06-07,WV,54,2144,84
2020-06-07,WI,55,21246,648
2020-06-07,WY,56,947,17
2020-06-08,AL,1,20925,718
2020-06-08,AK,2,607,8
2020-06-08,AZ,4,27761,1052
2020-06-08,AR,5,9740,155
2020-06-08,CA,6,134287,4679
2020-06-08,CO,8,28169,1543
2020-06-08,CT,9,44092,4084
2020-06-08,DE,10,9972,398
2020-06-08,DC,11,9389,491
2020-06-08,FL,12,64896,2711
2020-06-08,GA,13,49995,2176
2020-06-08,GU,66,1149,6
2020-06-08,HI,15,664,17
2020-06-08,ID,16,3197,83
2020-06-08,IL,17,129543,6142
2020-06-08,IN,18,38553,2316
2020-06-08,IA,19,22111,623
2020-06-08,KS,20,10724,237
2020-06-08,KY,21,11701,487
2020-06-08,LA,22,43163,2944
2020-06-08,ME,23,2588,99
2020-06-08,MD,24,59024,2776
2020-06-08,MA,25,103626,7353
2020-06-08,MI,26,64911,5916
2020-06-08,MN,27,28235,1208
2020-06-08,MS,28,17768,837
2020-06-08,MO,29,15159,832
2020-06-08,MT,30,548,18
2020-06-08,NE,31,15752,196
2020-06-08,NV,32,9815,442
2020-06-08,NH,33,5079,286
2020-06-08,NJ,34,164497,12214
2020-06-08,NM,35,9062,400
2020-06-08,NY,36,383591,30239
2020-06-08,NC,37,36581,1041
2020-06-08,ND,38,2883,75
2020-06-08,MP,69,28,2
2020-06-08,OH,39,38837,2404
2020-06-08,OK,40,7206,348
2020-06-08,OR,41,4927,164
2020-06-08,PA,42,80432,6007
2020-06-08,PR,72,5046,142
2020-06-08,RI,44,15642,799
2020-06-08,SC,45,14800,557
2020-06-08,SD,46,5471,65
2020-06-08,TN,47,27217,417
2020-06-08,TX,48,77326,1856
2020-06-08,UT,49,12378,124
2020-06-08,VT,50,1075,55
2020-06-08,VI,78,71,6
2020-06-08,VA,51,51251,1477
2020-06-08,WA,53,25593,1168
2020-06-08,WV,54,2161,84
2020-06-08,WI,55,21463,650
2020-06-08,WY,56,960,17
2020-06-09,AL,1,21422,729
2020-06-09,AK,2,620,9
2020-06-09,AZ,4,28396,1074
2020-06-09,AR,5,10080,161
2020-06-09,CA,6,137245,4775
2020-06-09,CO,8,28333,1553
2020-06-09,CT,9,44179,4097
2020-06-09,DE,10,10020,410
2020-06-09,DC,11,9474,495
2020-06-09,FL,12,65992,2764
2020-06-09,GA,13,50769,2250
2020-06-09,GU,66,1149,6
2020-06-09,HI,15,670,17
2020-06-09,ID,16,3226,85
2020-06-09,IL,17,130321,6237
2020-06-09,IN,18,38985,2339
2020-06-09,IA,19,22271,629
2020-06-09,KS,20,10786,238
2020-06-09,KY,21,11891,494
2020-06-09,LA,22,43725,2957
2020-06-09,ME,23,2606,100
2020-06-09,MD,24,59543,2811
2020-06-09,MA,25,103889,7408
2020-06-09,MI,26,65190,5946
2020-06-09,MN,27,28534,1228
2020-06-09,MS,28,18109,847
2020-06-09,MO,29,15396,854
2020-06-09,MT,30,554,18
2020-06-09,NE,31,15888,199
2020-06-09,NV,32,10046,445
2020-06-09,NH,33,5132,294
2020-06-09,NJ,34,164796,12303
2020-06-09,NM,35,9105,404
2020-06-09,NY,36,384281,30309
2020-06-09,NC,37,37393,1069
2020-06-09,ND,38,2904,75
2020-06-09,MP,69,30,2
2020-06-09,OH,39,39162,2421
2020-06-09,OK,40,7364,353
2020-06-09,OR,41,5027,169
2020-06-09,PA,42,80964,6070
2020-06-09,PR,72,5185,142
2020-06-09,RI,44,15691,808
2020-06-09,SC,45,15228,568
2020-06-09,SD,46,5523,68
2020-06-09,TN,47,27865,430
2020-06-09,TX,48,79271,1886
2020-06-09,UT,49,12639,127
2020-06-09,VT,50,1084,55
2020-06-09,VI,78,72,6
2020-06-09,VA,51,51738,1496
2020-06-09,WA,53,25796,1181
2020-06-09,WV,54,2179,84
2020-06-09,WI,55,21738,662
2020-06-09,WY,56,970,17
2020-06-10,AL,1,21989,744
2020-06-10,AK,2,642,9
2020-06-10,AZ,4,29981,1100
2020-06-10,AR,5,10368,165
2020-06-10,CA,6,140139,4869
2020-06-10,CO,8,28484,1573
2020-06-10,CT,9,44347,4120
2020-06-10,DE,10,10056,413
2020-06-10,DC,11,9537,499
2020-06-10,FL,12,67363,2800
2020-06-10,GA,13,51465,2292
2020-06-10,GU,66,1149,6
2020-06-10,HI,15,673,17
2020-06-10,ID,16,3262,85
2020-06-10,IL,17,130889,6302
2020-06-10,IN,18,39297,2355
2020-06-10,IA,19,22733,638
2020-06-10,KS,20,10931,241
2020-06-10,KY,21,12029,498
2020-06-10,LA,22,44143,2968
2020-06-10,ME,23,2637,100
2020-06-10,MD,24,60114,2844
2020-06-10,MA,25,104156,7454
2020-06-10,MI,26,65377,5958
2020-06-10,MN,27,28900,1267
2020-06-10,MS,28,18483,868
2020-06-10,MO,29,15662,861
2020-06-10,MT,30,561,18
2020-06-10,NE,31,16025,209
2020-06-10,NV,32,10216,449
2020-06-10,NH,33,5178,301
2020-06-10,NJ,34,165346,12377
2020-06-10,NM,35,9250,410
2020-06-10,NY,36,384945,30376
2020-06-10,NC,37,38305,1096
2020-06-10,ND,38,2944,76
2020-06-10,MP,69,30,2
2020-06-10,OH,39,39575,2457
2020-06-10,OK,40,7480,355
2020-06-10,OR,41,5099,169
2020-06-10,PA,42,81410,6143
2020-06-10,PR,72,5329,143
2020-06-10,RI,44,15756,812
2020-06-10,SC,45,15759,575
2020-06-10,SD,46,5604,69
2020-06-10,TN,47,28379,436
2020-06-10,TX,48,81771,1916
2020-06-10,UT,49,12982,128
2020-06-10,VT,50,1095,55
2020-06-10,VI,78,72,6
2020-06-10,VA,51,52177,1514
2020-06-10,WA,53,25940,1183
2020-06-10,WV,54,2193,85
2020-06-10,WI,55,24091,679
2020-06-10,WY,56,980,18
2020-06-11,AL,1,22845,755
2020-06-11,AK,2,666,9
2020-06-11,AZ,4,31525,1130
2020-06-11,AR,5,10816,171
2020-06-11,CA,6,143709,4941
2020-06-11,CO,8,28632,1583
2020-06-11,CT,9,44461,4146
2020-06-11,DE,10,10106,414
2020-06-11,DC,11,9589,502
2020-06-11,FL,12,69061,2847
2020-06-11,GA,13,52332,2337
2020-06-11,GU,66,1152,6
2020-06-11,HI,15,680,17
2020-06-11,ID,16,3303,86
2020-06-11,IL,17,131731,6388
2020-06-11,IN,18,39714,2380
2020-06-11,IA,19,23103,641
2020-06-11,KS,20,10984,242
2020-06-11,KY,21,12128,513
2020-06-11,LA,22,44585,2987
2020-06-11,ME,23,2667,100
2020-06-11,MD,24,60823,2875
2020-06-11,MA,25,104667,7492
2020-06-11,MI,26,65627,5985
2020-06-11,MN,27,29347,1280
2020-06-11,MS,28,18483,868
2020-06-11,MO,29,15924,873
2020-06-11,MT,30,563,18
2020-06-11,NE,31,16315,217
2020-06-11,NV,32,10464,460
2020-06-11,NH,33,5209,308
2020-06-11,NJ,34,165816,12443
2020-06-11,NM,35,9368,421
2020-06-11,NY,36,385669,30431
2020-06-11,NC,37,39735,1114
2020-06-11,ND,38,2983,77
2020-06-11,MP,69,30,2
2020-06-11,OH,39,40004,2490
2020-06-11,OK,40,7626,357
2020-06-11,OR,41,5252,171
2020-06-11,PA,42,81944,6187
2020-06-11,PR,72,5352,144
2020-06-11,RI,44,15862,823
2020-06-11,SC,45,16441,588
2020-06-11,SD,46,5665,73
2020-06-11,TN,47,28766,441
2020-06-11,TX,48,83772,1942
2020-06-11,UT,49,13366,131
2020-06-11,VT,50,1110,55
