State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Hawaii,11/7/2020,"4,245",10/31/2020,"51,384","621,065",8.27
Hawaii,11/14/2020,"4,328",11/7/2020,"43,905","621,065",7.07
Hawaii,11/21/2020,"4,229",11/14/2020,"43,998","621,065",7.08
Hawaii,11/28/2020,"3,543",11/21/2020,"34,962","621,065",5.63
Hawaii,12/5/2020,"4,272",11/28/2020,"40,308","621,065",6.49
Hawaii,12/12/2020,"4,628",12/5/2020,"34,758","621,065",5.6
Hawaii,12/19/2020,"3,974",12/12/2020,"32,169","621,065",5.18
Hawaii,12/26/2020,"3,464",12/19/2020,"28,831","621,065",4.64
Hawaii,1/2/2021,"3,984",12/26/2020,"29,272","621,065",4.71
Hawaii,1/9/2021,"5,058",1/2/2021,"28,678","586,666",4.89
Hawaii,1/16/2021,"4,502",1/9/2021,"28,192","586,666",4.81
Hawaii,1/23/2021,"3,898",1/16/2021,"24,872","586,666",4.24
Hawaii,1/30/2021,"3,809",1/23/2021,"24,747","586,666",4.22
Hawaii,2/6/2021,"3,624",1/30/2021,"23,814","586,666",4.06
Hawaii,2/13/2021,"3,875",2/6/2021,"22,201","586,666",3.78
Hawaii,2/20/2021,"2,846",2/13/2021,"20,593","586,666",3.51
Hawaii,2/27/2021,"2,669",2/20/2021,"21,179","586,666",3.61
Hawaii,3/6/2021,"2,471",2/27/2021,"18,577","586,666",3.17
Hawaii,3/13/2021,"2,663",3/6/2021,"19,030","586,666",3.24
Idaho,1/4/2020,"2,957",12/28/2019,"8,854","722,812",1.22
Idaho,1/11/2020,"2,131",1/4/2020,"11,483","727,996",1.58
Idaho,1/18/2020,"2,172",1/11/2020,"11,931","727,996",1.64
Idaho,1/25/2020,"1,821",1/18/2020,"11,833","727,996",1.63
Idaho,2/1/2020,"1,446",1/25/2020,"11,337","727,996",1.56
Idaho,2/8/2020,"1,443",2/1/2020,"11,389","727,996",1.56
Idaho,2/15/2020,"1,356",2/8/2020,"11,334","727,996",1.56
Idaho,2/22/2020,"1,114",2/15/2020,"11,275","727,996",1.55
Idaho,2/29/2020,998,2/22/2020,"10,587","727,996",1.45
Idaho,3/7/2020,938,2/29/2020,"10,167","727,996",1.4
Idaho,3/14/2020,"1,031",3/7/2020,"9,336","727,996",1.28
Idaho,3/21/2020,"13,586",3/14/2020,"7,869","727,996",1.08
Idaho,3/28/2020,"32,941",3/21/2020,"15,523","727,996",2.13
Idaho,4/4/2020,"30,904",3/28/2020,"35,915","727,996",4.93
Idaho,4/11/2020,"18,531",4/4/2020,"59,139","733,499",8.06
Idaho,4/18/2020,"13,023",4/11/2020,"67,722","733,499",9.23
Idaho,4/25/2020,"8,827",4/18/2020,"71,416","733,499",9.74
Idaho,5/2/2020,"7,495",4/25/2020,"71,794","733,499",9.79
Idaho,5/9/2020,"5,795",5/2/2020,"65,478","733,499",8.93
Idaho,5/16/2020,"5,800",5/9/2020,"60,121","733,499",8.2
Idaho,5/23/2020,"4,727",5/16/2020,"56,692","733,499",7.73
Idaho,5/30/2020,"3,646",5/23/2020,"51,035","733,499",6.96
Idaho,6/6/2020,"3,953",5/30/2020,"47,779","733,499",6.51
Idaho,6/13/2020,"3,631",6/6/2020,"36,764","733,499",5.01
Idaho,6/20/2020,"4,285",6/13/2020,"33,060","733,499",4.51
Idaho,6/27/2020,"5,417",6/20/2020,"30,886","733,499",4.21
Idaho,7/4/2020,"4,924",6/27/2020,"29,090","733,499",3.97
Idaho,7/11/2020,"5,458",7/4/2020,"28,766","739,094",3.89
Idaho,7/18/2020,"5,687",7/11/2020,"27,622","739,094",3.74
Idaho,7/25/2020,"4,703",7/18/2020,"26,445","739,094",3.58
Idaho,8/1/2020,"3,607",7/25/2020,"25,369","739,094",3.43
Idaho,8/8/2020,"3,250",8/1/2020,"20,263","739,094",2.74
Idaho,8/15/2020,"3,644",8/8/2020,"18,772","739,094",2.54
Idaho,8/22/2020,"3,794",8/15/2020,"16,414","739,094",2.22
Idaho,8/29/2020,"3,686",8/22/2020,"14,423","739,094",1.95
Idaho,9/5/2020,"3,804",8/29/2020,"13,021","739,094",1.76
Idaho,9/12/2020,"3,672",9/5/2020,"11,510","739,094",1.56
Idaho,9/19/2020,"3,437",9/12/2020,"10,708","739,094",1.45
Idaho,9/26/2020,"2,995",9/19/2020,"9,895","739,094",1.34
Idaho,10/3/2020,"2,955",9/26/2020,"9,144","739,094",1.24
Idaho,10/10/2020,"3,519",10/3/2020,"8,386","744,780",1.13
Idaho,10/17/2020,"3,293",10/10/2020,"8,215","744,780",1.1
Idaho,10/24/2020,"3,863",10/17/2020,"8,024","744,780",1.08
Idaho,10/31/2020,"3,919",10/24/2020,"8,124","744,780",1.09
Idaho,11/7/2020,"5,030",10/31/2020,"7,960","744,780",1.07
Idaho,11/14/2020,"5,060",11/7/2020,"8,310","744,780",1.12
Idaho,11/21/2020,"4,732",11/14/2020,"8,793","744,780",1.18
Idaho,11/28/2020,"3,991",11/21/2020,"9,245","744,780",1.24
Idaho,12/5/2020,"5,075",11/28/2020,"10,549","744,780",1.42
Idaho,12/12/2020,"4,083",12/5/2020,"10,630","744,780",1.43
Idaho,12/19/2020,"3,956",12/12/2020,"11,225","744,780",1.51
Idaho,12/26/2020,"4,226",12/19/2020,"11,706","744,780",1.57
Idaho,1/2/2021,"4,612",12/26/2020,"13,338","744,780",1.79
Idaho,1/9/2021,"4,685",1/2/2021,"14,390","735,456",1.96
Idaho,1/16/2021,"3,714",1/9/2021,"13,864","735,456",1.89
Idaho,1/23/2021,"4,289",1/16/2021,"14,228","735,456",1.93
Idaho,1/30/2021,"4,859",1/23/2021,"14,627","735,456",1.99
Idaho,2/6/2021,"6,457",1/30/2021,"14,846","735,456",2.02
Idaho,2/13/2021,"11,221",2/6/2021,"15,074","735,456",2.05
Idaho,2/20/2021,"6,110",2/13/2021,"15,363","735,456",2.09
Idaho,2/27/2021,"5,013",2/20/2021,"15,307","735,456",2.08
Idaho,3/6/2021,"4,198",2/27/2021,"13,968","735,456",1.9
Idaho,3/13/2021,"3,683",3/6/2021,"12,838","735,456",1.75
Illinois,1/4/2020,"11,779",12/28/2019,"125,348","5,902,475",2.12
Illinois,1/11/2020,"12,703",1/4/2020,"136,523","5,910,898",2.31
Illinois,1/18/2020,"14,807",1/11/2020,"133,967","5,910,898",2.27
Illinois,1/25/2020,"9,762",1/18/2020,"131,469","5,910,898",2.22
Illinois,2/1/2020,"9,343",1/25/2020,"143,239","5,910,898",2.42
Illinois,2/8/2020,"9,794",2/1/2020,"130,900","5,910,898",2.21
Illinois,2/15/2020,"8,045",2/8/2020,"133,765","5,910,898",2.26
Illinois,2/22/2020,"11,812",2/15/2020,"131,171","5,910,898",2.22
Illinois,2/29/2020,"8,980",2/22/2020,"132,123","5,910,898",2.24
Illinois,3/7/2020,"8,727",2/29/2020,"136,396","5,910,898",2.31
Illinois,3/14/2020,"11,305",3/7/2020,"130,293","5,910,898",2.2
Illinois,3/21/2020,"126,716",3/14/2020,"125,422","5,910,898",2.12
Illinois,3/28/2020,"185,575",3/21/2020,"132,058","5,910,898",2.23
Illinois,4/4/2020,"202,157",3/28/2020,"263,018","5,910,898",4.45
Illinois,4/11/2020,"140,787",4/4/2020,"452,826","5,914,575",7.66
Illinois,4/18/2020,"118,996",4/11/2020,"569,200","5,914,575",9.62
Illinois,4/25/2020,"101,322",4/18/2020,"681,002","5,914,575",11.51
Illinois,5/2/2020,"74,476",4/25/2020,"695,971","5,914,575",11.77
Illinois,5/9/2020,"72,671",5/2/2020,"755,912","5,914,575",12.78
Illinois,5/16/2020,"72,780",5/9/2020,"733,542","5,914,575",12.4
Illinois,5/23/2020,"58,263",5/16/2020,"762,367","5,914,575",12.89
Illinois,5/30/2020,"46,385",5/23/2020,"719,779","5,914,575",12.17
Illinois,6/6/2020,"44,606",5/30/2020,"741,738","5,914,575",12.54
Illinois,6/13/2020,"44,694",6/6/2020,"710,279","5,914,575",12.01
Illinois,6/20/2020,"46,276",6/13/2020,"705,839","5,914,575",11.93
Illinois,6/27/2020,"45,752",6/20/2020,"676,722","5,914,575",11.44
Illinois,7/4/2020,"39,015",6/27/2020,"667,460","5,914,575",11.29
Illinois,7/11/2020,"38,261",7/4/2020,"664,763","5,917,347",11.23
Illinois,7/18/2020,"36,435",7/11/2020,"655,951","5,917,347",11.09
Illinois,7/25/2020,"33,230",7/18/2020,"648,727","5,917,347",10.96
Illinois,8/1/2020,"25,274",7/25/2020,"631,032","5,917,347",10.66
Illinois,8/8/2020,"22,934",8/1/2020,"617,131","5,917,347",10.43
Illinois,8/15/2020,"22,406",8/8/2020,"604,288","5,917,347",10.21
Illinois,8/22/2020,"26,262",8/15/2020,"593,305","5,917,347",10.03
Illinois,8/29/2020,"26,194",8/22/2020,"558,651","5,917,347",9.44
Illinois,9/5/2020,"25,478",8/29/2020,"552,436","5,917,347",9.34
Illinois,9/12/2020,"27,384",9/5/2020,"507,880","5,917,347",8.58
Illinois,9/19/2020,"25,976",9/12/2020,"536,818","5,917,347",9.07
Illinois,9/26/2020,"29,390",9/19/2020,"502,314","5,917,347",8.49
Illinois,10/3/2020,"36,267",9/26/2020,"483,981","5,917,347",8.18
Illinois,10/10/2020,"47,528",10/3/2020,"447,060","5,919,664",7.55
Illinois,10/17/2020,"46,948",10/10/2020,"402,230","5,919,664",6.79
Illinois,10/24/2020,"53,138",10/17/2020,"379,952","5,919,664",6.42
Illinois,10/31/2020,"73,515",10/24/2020,"342,745","5,919,664",5.79
Illinois,11/7/2020,"67,381",10/31/2020,"334,962","5,919,644",5.66
Illinois,11/14/2020,"46,800",11/7/2020,"346,574","5,919,644",5.85
Illinois,11/21/2020,"65,596",11/14/2020,"333,669","5,919,644",5.64
Illinois,11/28/2020,"74,131",11/21/2020,"298,570","5,919,644",5.04
Illinois,12/5/2020,"107,616",11/28/2020,"334,287","5,919,644",5.65
Illinois,12/12/2020,"138,359",12/5/2020,"330,384","5,919,644",5.58
Illinois,12/19/2020,"145,054",12/12/2020,"338,024","5,919,644",5.71
Illinois,12/26/2020,"110,486",12/19/2020,"327,644","5,919,644",5.53
Illinois,1/2/2021,"45,387",12/26/2020,"330,503","5,919,644",5.58
Illinois,1/9/2021,"94,944",1/2/2021,"349,645","5,729,741",6.1
Illinois,1/16/2021,"95,472",1/9/2021,"315,325","5,729,741",5.5
Illinois,1/23/2021,"95,481",1/16/2021,"328,857","5,729,741",5.74
Illinois,1/30/2021,"40,008",1/23/2021,"313,539","5,729,741",5.47
Illinois,2/6/2021,"34,259",1/30/2021,"292,788","5,729,741",5.11
Illinois,2/13/2021,"62,369",2/6/2021,"274,676","5,729,741",4.79
Illinois,2/20/2021,"68,383",2/13/2021,"268,922","5,729,741",4.69
Illinois,2/27/2021,"68,111",2/20/2021,"260,091","5,729,741",4.54
Illinois,3/6/2021,"57,483",2/27/2021,"249,256","5,729,741",4.35
Illinois,3/13/2021,"71,175",3/6/2021,"243,921","5,729,741",4.26
Indiana,1/4/2020,"4,434",12/28/2019,"20,062","3,034,091",0.66
Indiana,1/11/2020,"4,890",1/4/2020,"21,524","3,039,304",0.71
Indiana,1/18/2020,"3,741",1/11/2020,"21,626","3,039,304",0.71
Indiana,1/25/2020,"2,956",1/18/2020,"21,366","3,039,304",0.7
Indiana,2/1/2020,"3,016",1/25/2020,"22,017","3,039,304",0.72
Indiana,2/8/2020,"2,725",2/1/2020,"22,212","3,039,304",0.73
Indiana,2/15/2020,"2,556",2/8/2020,"22,352","3,039,304",0.74
Indiana,2/22/2020,"2,979",2/15/2020,"22,913","3,039,304",0.75
Indiana,2/29/2020,"2,276",2/22/2020,"22,994","3,039,304",0.76
Indiana,3/7/2020,"2,223",2/29/2020,"22,586","3,039,304",0.74
Indiana,3/14/2020,"2,596",3/7/2020,"21,473","3,039,304",0.71
Indiana,3/21/2020,"59,755",3/14/2020,"20,778","3,039,304",0.68
Indiana,3/28/2020,"139,174",3/21/2020,"28,987","3,039,304",0.95
Indiana,4/4/2020,"127,010",3/28/2020,"71,737","3,039,304",2.36
Indiana,4/11/2020,"113,755",4/4/2020,"147,583","3,041,986",4.85
Indiana,4/18/2020,"72,756",4/11/2020,"206,386","3,041,986",6.78
Indiana,4/25/2020,"55,774",4/18/2020,"253,929","3,041,986",8.35
Indiana,5/2/2020,"42,290",4/25/2020,"271,248","3,041,986",8.92
Indiana,5/9/2020,"29,668",5/2/2020,"285,460","3,041,986",9.38
Indiana,5/16/2020,"29,436",5/9/2020,"270,385","3,041,986",8.89
Indiana,5/23/2020,"25,523",5/16/2020,"253,536","3,041,986",8.33
Indiana,5/30/2020,"22,914",5/23/2020,"233,869","3,041,986",7.69
Indiana,6/6/2020,"22,931",5/30/2020,"221,056","3,041,986",7.27
Indiana,6/13/2020,"24,017",6/6/2020,"211,255","3,041,986",6.94
Indiana,6/20/2020,"29,331",6/13/2020,"201,242","3,041,986",6.62
Indiana,6/27/2020,"44,827",6/20/2020,"191,288","3,041,986",6.29
Indiana,7/4/2020,"22,102",6/27/2020,"183,968","3,041,986",6.05
Indiana,7/11/2020,"28,360",7/4/2020,"190,169","3,046,268",6.24
Indiana,7/18/2020,"17,911",7/11/2020,"190,854","3,046,268",6.27
Indiana,7/25/2020,"20,129",7/18/2020,"228,226","3,046,268",7.49
Indiana,8/1/2020,"12,551",7/25/2020,"223,895","3,046,268",7.35
Indiana,8/8/2020,"10,624",8/1/2020,"199,336","3,046,268",6.54
Indiana,8/15/2020,"11,569",8/8/2020,"183,083","3,046,268",6.01
Indiana,8/22/2020,"10,597",8/15/2020,"170,341","3,046,268",5.59
Indiana,8/29/2020,"10,779",8/22/2020,"164,569","3,046,268",5.4
Indiana,9/5/2020,"11,255",8/29/2020,"158,742","3,046,268",5.21
Indiana,9/12/2020,"13,245",9/5/2020,"164,615","3,046,268",5.4
Indiana,9/19/2020,"11,702",9/12/2020,"161,143","3,046,268",5.29
Indiana,9/26/2020,"10,209",9/19/2020,"150,463","3,046,268",4.94
Indiana,10/3/2020,"10,076",9/26/2020,"129,538","3,046,268",4.25
Indiana,10/10/2020,"17,916",10/3/2020,"118,930","3,034,402",3.92
Indiana,10/17/2020,"15,421",10/10/2020,"113,496","3,034,402",3.74
Indiana,10/24/2020,"13,407",10/17/2020,"103,977","3,034,402",3.43
Indiana,10/31/2020,"13,413",10/24/2020,"96,385","3,034,402",3.18
Indiana,11/7/2020,"14,111",10/31/2020,"87,474","3,034,402",2.88
Indiana,11/14/2020,"15,422",11/7/2020,"81,938","3,034,402",2.7
Indiana,11/21/2020,"18,829",11/14/2020,"84,966","3,034,402",2.8
Indiana,11/28/2020,"20,575",11/21/2020,"78,674","3,034,402",2.59
Indiana,12/5/2020,"23,622",11/28/2020,"84,790","3,034,402",2.79
Indiana,12/12/2020,"15,702",12/5/2020,"78,703","3,034,402",2.59
Indiana,12/19/2020,"12,234",12/12/2020,"73,506","3,034,402",2.42
Indiana,12/26/2020,"12,013",12/19/2020,"73,868","3,034,402",2.43
Indiana,1/2/2021,"14,796",12/26/2020,"80,503","3,034,402",2.65
Indiana,1/9/2021,"17,724",1/2/2021,"93,981","2,948,676",3.19
Indiana,1/16/2021,"14,255",1/9/2021,"91,907","2,948,676",3.12
Indiana,1/23/2021,"13,354",1/16/2021,"95,058","2,948,676",3.22
Indiana,1/30/2021,"12,539",1/23/2021,"81,870","2,948,676",2.78
Indiana,2/6/2021,"13,508",1/30/2021,"79,295","2,948,676",2.69
Indiana,2/13/2021,"12,287",2/6/2021,"77,782","2,948,676",2.64
Indiana,2/20/2021,"9,735",2/13/2021,"73,668","2,948,676",2.5
Indiana,2/27/2021,"10,081",2/20/2021,"72,770","2,948,676",2.47
Indiana,3/6/2021,"9,237",2/27/2021,"69,343","2,948,676",2.35
Indiana,3/13/2021,"13,965",3/6/2021,"65,352","2,948,676",2.22
Iowa,1/4/2020,"4,586",12/28/2019,"34,549","1,529,213",2.26
Iowa,1/11/2020,"4,836",1/4/2020,"34,540","1,530,920",2.26
Iowa,1/18/2020,"3,615",1/11/2020,"29,625","1,530,920",1.94
Iowa,1/25/2020,"3,115",1/18/2020,"30,369","1,530,920",1.98
Iowa,2/1/2020,"3,066",1/25/2020,"30,890","1,530,920",2.02
Iowa,2/8/2020,"2,379",2/1/2020,"30,789","1,530,920",2.01
Iowa,2/15/2020,"2,239",2/8/2020,"30,799","1,530,920",2.01
Iowa,2/22/2020,"2,631",2/15/2020,"30,741","1,530,920",2.01
Iowa,2/29/2020,"2,240",2/22/2020,"30,516","1,530,920",1.99
Iowa,3/7/2020,"2,221",2/29/2020,"29,424","1,530,920",1.92
Iowa,3/14/2020,"2,229",3/7/2020,"27,816","1,530,920",1.82
Iowa,3/21/2020,"40,952",3/14/2020,"26,496","1,530,920",1.73
Iowa,3/28/2020,"55,966",3/21/2020,"53,650","1,530,920",3.5
Iowa,4/4/2020,"64,194",3/28/2020,"91,631","1,530,920",5.99
Iowa,4/11/2020,"43,889",4/4/2020,"127,332","1,531,621",8.31
Iowa,4/18/2020,"26,901",4/11/2020,"150,445","1,531,621",9.82
Iowa,4/25/2020,"27,220",4/18/2020,"168,971","1,531,621",11.03
Iowa,5/2/2020,"23,241",4/25/2020,"179,610","1,531,621",11.73
Iowa,5/9/2020,"15,820",5/2/2020,"189,643","1,531,621",12.38
Iowa,5/16/2020,"12,056",5/9/2020,"184,641","1,531,621",12.06
Iowa,5/23/2020,"13,723",5/16/2020,"178,559","1,531,621",11.66
Iowa,5/30/2020,"6,449",5/23/2020,"162,562","1,531,621",10.61
Iowa,6/6/2020,"9,488",5/30/2020,"158,268","1,531,621",10.33
Iowa,6/13/2020,"9,069",6/6/2020,"152,739","1,531,621",9.97
Iowa,6/20/2020,"8,208",6/13/2020,"152,781","1,531,621",9.98
Iowa,6/27/2020,"7,732",6/20/2020,"141,748","1,531,621",9.25
Iowa,7/4/2020,"9,957",6/27/2020,"134,215","1,531,621",8.76
Iowa,7/11/2020,"10,653",7/4/2020,"134,284","1,532,562",8.76
Iowa,7/18/2020,"8,807",7/11/2020,"115,930","1,532,562",7.56
Iowa,7/25/2020,"6,970",7/18/2020,"110,042","1,532,562",7.18
Iowa,8/1/2020,"6,314",7/25/2020,"104,316","1,532,562",6.81
Iowa,8/8/2020,"4,888",8/1/2020,"92,100","1,532,562",6.01
Iowa,8/15/2020,"5,997",8/8/2020,"82,442","1,532,562",5.38
Iowa,8/22/2020,"6,384",8/15/2020,"83,312","1,532,562",5.44
Iowa,8/29/2020,"5,914",8/22/2020,"75,877","1,532,562",4.95
Iowa,9/5/2020,"5,252",8/29/2020,"70,953","1,532,562",4.63
Iowa,9/12/2020,"4,652",9/5/2020,"65,422","1,532,562",4.27
Iowa,9/19/2020,"6,117",9/12/2020,"62,938","1,532,562",4.11
Iowa,9/26/2020,"4,616",9/19/2020,"58,419","1,532,562",3.81
Iowa,10/3/2020,"4,288",9/26/2020,"51,560","1,532,562",3.36
Iowa,10/10/2020,"4,192",10/3/2020,"46,409","1,535,919",3.02
Iowa,10/17/2020,"4,215",10/10/2020,"42,103","1,535,919",2.74
Iowa,10/24/2020,"4,351",10/17/2020,"39,825","1,535,919",2.59
Iowa,10/31/2020,"4,609",10/24/2020,"36,982","1,535,919",2.41
Iowa,11/7/2020,"5,217",10/31/2020,"35,213","1,535,919",2.29
Iowa,11/14/2020,"5,992",11/7/2020,"34,802","1,535,919",2.27
Iowa,11/21/2020,"8,930",11/14/2020,"36,802","1,535,919",2.4
Iowa,11/28/2020,"5,357",11/21/2020,"33,712","1,535,919",2.19
Iowa,12/5/2020,"10,112",11/28/2020,"42,382","1,535,919",2.76
Iowa,12/12/2020,"6,526",12/5/2020,"38,118","1,535,919",2.48
Iowa,12/19/2020,"7,271",12/12/2020,"37,492","1,535,919",2.44
Iowa,12/26/2020,"7,141",12/19/2020,"38,023","1,535,919",2.48
Iowa,1/2/2021,"7,855",12/26/2020,"43,165","1,535,919",2.81
Iowa,1/9/2021,"7,366",1/2/2021,"48,553","1,498,396",3.24
Iowa,1/16/2021,"6,380",1/9/2021,"46,014","1,498,396",3.07
Iowa,1/23/2021,"5,251",1/16/2021,"46,303","1,498,396",3.09
Iowa,1/30/2021,"5,778",1/23/2021,"45,803","1,498,396",3.06
Iowa,2/6/2021,"6,120",1/30/2021,"48,028","1,498,396",3.21
Iowa,2/13/2021,"5,988",2/6/2021,"46,963","1,498,396",3.13
Iowa,2/20/2021,"5,192",2/13/2021,"48,758","1,498,396",3.25
Iowa,2/27/2021,"4,216",2/20/2021,"48,389","1,498,396",3.23
Iowa,3/6/2021,"5,182",2/27/2021,"44,013","1,498,396",2.94
Iowa,3/13/2021,"5,750",3/6/2021,"40,145","1,498,396",2.68
Kansas,1/4/2020,"2,019",12/28/2019,"11,175","1,359,781",0.82
Kansas,1/11/2020,"2,140",1/4/2020,"11,431","1,363,114",0.84
Kansas,1/18/2020,"2,402",1/11/2020,"10,638","1,363,114",0.78
Kansas,1/25/2020,"2,557",1/18/2020,"11,182","1,363,114",0.82
Kansas,2/1/2020,"2,000",1/25/2020,"12,301","1,363,114",0.9
Kansas,2/8/2020,"2,107",2/1/2020,"11,809","1,363,114",0.87
Kansas,2/15/2020,"2,076",2/8/2020,"11,666","1,363,114",0.86
Kansas,2/22/2020,"1,494",2/15/2020,"12,003","1,363,114",0.88
Kansas,2/29/2020,"1,517",2/22/2020,"11,505","1,363,114",0.84
Kansas,3/7/2020,"1,365",2/29/2020,"11,003","1,363,115",0.81
Kansas,3/14/2020,"1,755",3/7/2020,"9,771","1,363,114",0.72
Kansas,3/21/2020,"19,356",3/14/2020,"7,541","1,363,114",0.55
Kansas,3/28/2020,"43,703",3/21/2020,"13,489","1,363,114",0.99
Kansas,4/4/2020,"36,497",3/28/2020,"41,290","1,363,114",3.03
Kansas,4/11/2020,"24,871",4/4/2020,"62,281","1,364,944",4.56
Kansas,4/18/2020,"24,330",4/11/2020,"77,400","1,364,944",5.67
Kansas,4/25/2020,"22,726",4/18/2020,"94,197","1,364,944",6.9
Kansas,5/2/2020,"11,916",4/25/2020,"102,329","1,364,944",7.5
Kansas,5/9/2020,"10,259",5/2/2020,"98,714","1,364,944",7.23
Kansas,5/16/2020,"8,246",5/9/2020,"91,635","1,364,944",6.71
Kansas,5/23/2020,"9,480",5/16/2020,"92,794","1,364,944",6.8
Kansas,5/30/2020,"7,966",5/23/2020,"90,165","1,364,944",6.61
Kansas,6/6/2020,"6,898",5/30/2020,"86,537","1,364,944",6.34
Kansas,6/13/2020,"7,039",6/6/2020,"78,912","1,364,944",5.78
Kansas,6/20/2020,"8,174",6/13/2020,"75,709","1,364,944",5.55
Kansas,6/27/2020,"10,411",6/20/2020,"76,479","1,364,944",5.6
Kansas,7/4/2020,"7,883",6/27/2020,"79,513","1,364,944",5.83
Kansas,7/11/2020,"13,384",7/4/2020,"78,783","1,367,656",5.76
Kansas,7/18/2020,"6,285",7/11/2020,"77,528","1,367,656",5.67
Kansas,7/25/2020,"6,313",7/18/2020,"72,188","1,367,656",5.28
Kansas,8/1/2020,"4,933",7/25/2020,"78,354","1,367,656",5.73
Kansas,8/8/2020,"4,756",8/1/2020,"66,631","1,367,656",4.87
Kansas,8/15/2020,"5,022",8/8/2020,"60,748","1,367,656",4.44
Kansas,8/22/2020,"4,886",8/15/2020,"56,479","1,367,656",4.13
Kansas,8/29/2020,"5,734",8/22/2020,"52,943","1,367,656",3.87
Kansas,9/5/2020,"5,445",8/29/2020,"52,804","1,367,656",3.86
Kansas,9/12/2020,"5,248",9/5/2020,"50,497","1,367,656",3.69
Kansas,9/19/2020,"6,494",9/12/2020,"45,110","1,367,656",3.3
Kansas,9/26/2020,"6,651",9/19/2020,"39,518","1,367,656",2.89
Kansas,10/3/2020,"7,140",9/26/2020,"36,516","1,367,656",2.67
Kansas,10/10/2020,"7,926",10/3/2020,"32,292","1,369,508",2.36
Kansas,10/17/2020,"10,500",10/10/2020,"33,227","1,369,508",2.43
Kansas,10/24/2020,"10,069",10/17/2020,"33,300","1,369,508",2.43
Kansas,10/31/2020,"12,407",10/24/2020,"33,375","1,369,508",2.44
Kansas,11/7/2020,"10,587",10/31/2020,"33,131","1,369,508",2.42
Kansas,11/14/2020,"11,751",11/7/2020,"30,425","1,369,508",2.22
Kansas,11/21/2020,"15,864",11/14/2020,"37,274","1,369,508",2.72
Kansas,11/28/2020,"15,411",11/21/2020,"35,940","1,369,508",2.62
Kansas,12/5/2020,"21,346",11/28/2020,"46,705","1,369,508",3.41
Kansas,12/12/2020,"23,519",12/5/2020,"56,369","1,369,508",4.12
Kansas,12/19/2020,"20,337",12/12/2020,"65,207","1,369,508",4.76
Kansas,12/26/2020,"16,607",12/19/2020,"69,353","1,369,508",5.06
Kansas,1/2/2021,"22,990",12/26/2020,"78,727","1,369,508",5.75
Kansas,1/9/2021,"35,921",1/2/2021,"88,391","1,337,523",6.61
Kansas,1/16/2021,"34,918",1/9/2021,"98,889","1,337,523",7.39
Kansas,1/23/2021,"26,426",1/16/2021,"72,296","1,337,523",5.41
Kansas,1/30/2021,"17,967",1/23/2021,"81,292","1,337,523",6.08
Kansas,2/6/2021,"5,591",1/30/2021,"23,841","1,337,523",1.78
Kansas,2/13/2021,"7,335",2/6/2021,"24,094","1,337,523",1.8
Kansas,2/20/2021,"4,412",2/13/2021,"29,688","1,337,523",2.22
Kansas,2/27/2021,"3,560",2/20/2021,"15,520","1,337,523",1.16
Kansas,3/6/2021,"2,564",2/27/2021,"22,233","1,337,523",1.66
Kansas,3/13/2021,"1,682",3/6/2021,"18,812","1,337,523",1.41
Kentucky,1/4/2020,"5,175",12/28/2019,"22,515","1,890,475",1.19
Kentucky,1/11/2020,"3,968",1/4/2020,"25,124","1,890,475",1.33
Kentucky,1/18/2020,"3,084",1/11/2020,"24,066","1,890,475",1.27
Kentucky,1/25/2020,"2,569",1/18/2020,"22,874","1,890,475",1.21
Kentucky,2/1/2020,"2,625",1/25/2020,"23,219","1,890,475",1.23
Kentucky,2/8/2020,"2,936",2/1/2020,"22,937","1,890,475",1.21
Kentucky,2/15/2020,"2,813",2/8/2020,"23,076","1,890,475",1.22
Kentucky,2/22/2020,"2,508",2/15/2020,"22,623","1,890,475",1.2
Kentucky,2/29/2020,"2,223",2/22/2020,"23,733","1,890,475",1.26
Kentucky,3/7/2020,"2,463",2/29/2020,"22,770","1,890,475",1.2
Kentucky,3/14/2020,"2,785",3/7/2020,"22,940","1,890,475",1.21
Kentucky,3/21/2020,"49,023",3/14/2020,"22,328","1,890,475",1.18
Kentucky,3/28/2020,"113,149",3/21/2020,"24,361","1,890,475",1.29
Kentucky,4/4/2020,"117,575",3/28/2020,"130,151","1,890,475",6.88
Kentucky,4/11/2020,"116,277",4/4/2020,"182,097","1,893,451",9.62
Kentucky,4/18/2020,"103,981",4/11/2020,"199,030","1,893,451",10.51
Kentucky,4/25/2020,"91,223",4/18/2020,"260,662","1,893,451",13.77
Kentucky,5/2/2020,"69,372",4/25/2020,"256,200","1,893,451",13.53
Kentucky,5/9/2020,"69,372",5/2/2020,"253,186","1,893,451",13.37
Kentucky,5/16/2020,"47,321",5/9/2020,"246,575","1,893,451",13.02
Kentucky,5/23/2020,"54,023",5/16/2020,"245,804","1,893,451",12.98
Kentucky,5/30/2020,"43,013",5/23/2020,"205,804","1,893,451",10.87
Kentucky,6/6/2020,"40,733",5/30/2020,"197,472","1,893,451",10.43
Kentucky,6/13/2020,"37,650",6/6/2020,"180,952","1,893,451",9.56
Kentucky,6/20/2020,"24,846",6/13/2020,"171,917","1,893,451",9.08
Kentucky,6/27/2020,"30,640",6/20/2020,"159,343","1,893,451",8.42
